Medium_Key,Report_Medium
6022,SOCIAL
6023,SOCIAL
6024,SOCIAL
6025,SOCIAL
6026,SOCIAL
6027,SOCIAL
6028,SOCIAL
6029,SOCIAL
6030,SOCIAL
6031,SOCIAL
6032,SOCIAL
6033,SOCIAL
6034,SOCIAL
6035,Other
6036,Other
6037,SOCIAL
6038,SOCIAL
6039,Other
6040,SOCIAL
6041,SOCIAL
6042,SOCIAL
6043,Other
6044,Other
6045,SOCIAL
6046,SOCIAL
6047,SOCIAL
6048,SOCIAL
6049,ORGANIC
6050,SOCIAL
6051,SOCIAL
6052,SOCIAL
6053,SOCIAL
6054,SOCIAL
6055,Other
6056,SOCIAL
6057,SOCIAL
6058,SOCIAL
6059,SOCIAL
6060,SOCIAL
6061,SOCIAL
6062,Other
6063,SOCIAL
6064,SOCIAL
6065,SOCIAL
6066,SOCIAL
6067,SOCIAL
6068,SOCIAL
6069,SOCIAL
6070,SOCIAL
6071,SOCIAL
6072,SOCIAL
6073,SOCIAL
6074,SOCIAL
6075,SOCIAL
6076,Other
6077,SOCIAL
6078,ORGANIC
6079,SOCIAL
6080,SOCIAL
6081,SOCIAL
6082,SOCIAL
6083,SOCIAL
6084,SOCIAL
6085,SOCIAL
6086,Other
6087,SOCIAL
6088,SOCIAL
6089,SOCIAL
6090,SOCIAL
6091,SOCIAL
6092,SOCIAL
6093,SOCIAL
6094,SOCIAL
6095,Other
6096,Other
6097,SOCIAL
6098,SOCIAL
6099,SOCIAL
6100,SOCIAL
6101,SOCIAL
6102,Other
6103,SOCIAL
6104,AFFILIATE
6105,SOCIAL
6106,SOCIAL
6107,SOCIAL
6108,ORGANIC
6109,SOCIAL
6110,SOCIAL
6111,SOCIAL
6112,SOCIAL
6113,Other
6114,SOCIAL
6115,Other
6116,SOCIAL
6117,SOCIAL
6118,SOCIAL
6119,SOCIAL
6120,SOCIAL
6121,SOCIAL
6122,SOCIAL
6123,SOCIAL
6124,SOCIAL
6125,SOCIAL
6126,SOCIAL
6127,SOCIAL
6128,SOCIAL
6129,Other
6130,SOCIAL
6131,SOCIAL
6132,EMAIL
6133,SOCIAL
6134,SOCIAL
6135,SOCIAL
6136,SOCIAL
6137,SOCIAL
6138,SOCIAL
6139,SOCIAL
6140,SOCIAL
6141,SOCIAL
6142,REFERRAL
6143,SOCIAL
6144,Other
6145,SOCIAL
6146,SOCIAL
6147,SOCIAL
6148,SOCIAL
6149,Other
6150,SOCIAL
6151,SOCIAL
6152,SOCIAL
6153,SOCIAL
6154,SOCIAL
6155,SOCIAL
6156,SOCIAL
6157,SOCIAL
6158,SOCIAL
6159,SOCIAL
6160,SOCIAL
6161,SOCIAL
6162,SOCIAL
6163,Other
6164,SOCIAL
6165,SOCIAL
6166,Other
6167,SOCIAL
6168,Other
6169,Other
6170,SOCIAL
6171,SOCIAL
6172,SOCIAL
6173,SOCIAL
6174,SOCIAL
6175,SOCIAL
6176,SOCIAL
6177,SOCIAL
6178,Other
6179,SOCIAL
6180,SOCIAL
6181,ORGANIC
6182,SOCIAL
6183,Other
6184,SOCIAL
6185,SOCIAL
6186,ORGANIC
6187,SOCIAL
6188,Other
6189,SOCIAL
6190,SOCIAL
6191,SOCIAL
6192,SOCIAL
6193,SOCIAL
6194,SOCIAL
6195,Other
6196,Other
6197,EMAIL
6198,SOCIAL
6199,SOCIAL
6200,SOCIAL
6201,SOCIAL
6202,SOCIAL
6203,Other
6204,Other
6205,SOCIAL
6206,SOCIAL
6207,SOCIAL
6208,Other
6209,SOCIAL
6210,SOCIAL
6211,SOCIAL
6212,SOCIAL
6213,SOCIAL
6214,SOCIAL
6215,SOCIAL
6216,SOCIAL
6217,SOCIAL
6218,SOCIAL
6219,SOCIAL
6220,SOCIAL
6221,SOCIAL
6222,SOCIAL
6223,SOCIAL
6224,SOCIAL
6225,SOCIAL
6226,SOCIAL
6227,SOCIAL
6228,Other
6229,Other
6230,Other
6231,SOCIAL
6232,SOCIAL
6233,SOCIAL
6234,SOCIAL
6235,SOCIAL
6236,Other
6237,SOCIAL
6238,SOCIAL
6239,SOCIAL
6240,SOCIAL
6241,SOCIAL
6242,EMAIL
6243,SOCIAL
6244,SOCIAL
6245,SOCIAL
6246,SOCIAL
6247,SOCIAL
6248,SOCIAL
6249,SOCIAL
6250,SOCIAL
6251,SOCIAL
6252,Other
6253,Other
6254,Other
6255,Other
6256,Other
6257,SOCIAL
6258,SOCIAL
6259,SOCIAL
6260,Other
6261,Other
6262,Other
6263,SOCIAL
6264,ORGANIC
6265,Other
6266,SOCIAL
6267,SOCIAL
6268,SOCIAL
6269,SOCIAL
6270,SOCIAL
6271,SOCIAL
6272,SOCIAL
6273,SOCIAL
6274,SOCIAL
6275,SOCIAL
6276,SOCIAL
6277,SOCIAL
6278,SOCIAL
6279,Other
6280,SOCIAL
6281,SOCIAL
6282,SOCIAL
6283,Other
6284,SOCIAL
6285,SOCIAL
6286,EMAIL
6287,Other
6288,Other
6289,SOCIAL
6290,Other
6291,SOCIAL
6292,Other
6293,SOCIAL
6294,Other
6295,SOCIAL
6296,SOCIAL
6297,SOCIAL
6298,SOCIAL
6299,SOCIAL
6300,SOCIAL
6301,SOCIAL
6302,SOCIAL
6303,Other
6304,SOCIAL
6305,SOCIAL
6306,Other
6307,SOCIAL
6308,SOCIAL
6309,Other
6310,SOCIAL
6311,SOCIAL
6312,SOCIAL
6313,SOCIAL
6314,Other
6315,SOCIAL
6316,SOCIAL
6317,SOCIAL
6318,Other
6319,SOCIAL
6320,SOCIAL
6321,SOCIAL
6322,SOCIAL
6323,SOCIAL
6324,Other
6325,Other
6326,SOCIAL
6327,SOCIAL
6328,SOCIAL
6329,SOCIAL
6330,SOCIAL
6331,SOCIAL
6332,SOCIAL
6333,SOCIAL
6334,SOCIAL
6335,SOCIAL
6336,SOCIAL
6337,SOCIAL
6338,SOCIAL
6339,Other
6340,SOCIAL
6341,SOCIAL
6342,SOCIAL
6343,Other
6344,SOCIAL
6345,SOCIAL
6346,Other
6347,Other
6348,SOCIAL
6349,Other
6350,Other
6351,Other
6352,SOCIAL
6353,SOCIAL
6354,Other
6355,SOCIAL
6356,SOCIAL
6357,Other
6358,Other
6359,Other
6360,SOCIAL
6361,SOCIAL
6362,Other
6363,SOCIAL
6364,SOCIAL
6365,Other
6366,Other
6367,SOCIAL
6368,SOCIAL
6369,SOCIAL
6370,Other
6371,Other
6372,SOCIAL
6373,SOCIAL
6374,Other
6375,Other
6376,Other
6377,Other
6378,SOCIAL
6379,SOCIAL
6380,SOCIAL
6381,Other
6382,Other
6383,Other
6384,Other
6385,SOCIAL
6386,SOCIAL
6387,SOCIAL
6388,SOCIAL
6389,Other
6390,SOCIAL
6391,Other
6392,Other
6393,SOCIAL
6394,Other
6395,SOCIAL
6396,SOCIAL
6397,Other
6398,Other
6399,Other
6400,SOCIAL
6401,SOCIAL
6402,SOCIAL
6403,SOCIAL
6404,Other
6405,Other
6406,Other
6407,Other
6408,SOCIAL
6409,Other
6410,SOCIAL
6411,SOCIAL
6412,SOCIAL
6413,Other
6414,SOCIAL
6415,SOCIAL
6416,Other
6417,Other
6418,SOCIAL
6419,Other
6420,Other
6421,Other
6422,Other
6423,Other
6424,Other
6425,SOCIAL
6426,Other
6427,SOCIAL
6428,SOCIAL
6429,Other
6430,SOCIAL
6431,SOCIAL
6432,Other
6433,Other
6434,SOCIAL
6435,SOCIAL
6436,Other
6437,Other
6438,Other
6439,SOCIAL
6440,SOCIAL
6441,Other
6442,Other
6443,Other
6444,SOCIAL
6445,Other
6446,SOCIAL
6447,SOCIAL
6448,Other
6449,SOCIAL
6450,Other
6451,SOCIAL
6452,Other
6453,Other
6454,SOCIAL
6455,Other
6456,Other
6457,SOCIAL
6458,SOCIAL
6459,Other
6460,Other
6461,Other
6462,SOCIAL
6463,Other
6464,SOCIAL
6465,SOCIAL
6466,Other
6467,SOCIAL
6468,Other
6469,Other
6470,Other
6471,SOCIAL
6472,SOCIAL
6473,EMAIL
6474,Other
6475,Other
6476,Other
6477,ORGANIC
6478,Other
6479,SOCIAL
6480,Other
6481,Other
6482,Other
6483,Other
6484,Other
6485,Other
6486,Other
6487,Other
6488,Other
6489,SOCIAL
6490,Other
6491,SOCIAL
6492,SOCIAL
6493,SOCIAL
6494,Other
6495,Other
6496,SOCIAL
6497,Other
6498,Other
6499,Other
6500,Other
6501,SOCIAL
6502,SOCIAL
6503,Other
6504,Other
6505,Other
6506,Other
6507,Other
6508,Other
6509,Other
6510,SOCIAL
6511,Other
6512,Other
6513,Other
6514,Other
6515,Other
6516,Other
6517,SOCIAL
6518,SOCIAL
6519,SOCIAL
6520,SOCIAL
6521,Other
6522,SOCIAL
6523,SOCIAL
6524,SOCIAL
6525,SOCIAL
6526,SOCIAL
6527,SOCIAL
6528,SOCIAL
6529,Other
6530,Other
6531,SOCIAL
6532,SOCIAL
6533,SOCIAL
6534,SOCIAL
6535,SOCIAL
6536,SOCIAL
6537,SOCIAL
6538,SOCIAL
6539,SOCIAL
6540,SOCIAL
6541,SOCIAL
6542,SOCIAL
6543,SOCIAL
6544,Other
6545,SOCIAL
6546,SOCIAL
6547,SOCIAL
6548,SOCIAL
6549,SOCIAL
6550,Other
6551,Other
6552,Other
6553,SOCIAL
6554,SOCIAL
6555,SOCIAL
6556,SOCIAL
6557,SOCIAL
6558,SOCIAL
6559,SOCIAL
6560,SOCIAL
6561,Other
6562,SOCIAL
6563,SOCIAL
6564,SOCIAL
6565,SOCIAL
6566,SOCIAL
6567,SOCIAL
6568,SOCIAL
6569,Other
6570,SOCIAL
6571,SOCIAL
6572,SOCIAL
6573,SOCIAL
6574,SOCIAL
6575,Other
6576,SOCIAL
6577,SOCIAL
6578,SOCIAL
6579,SOCIAL
6580,SOCIAL
6581,SOCIAL
6582,SOCIAL
6583,SOCIAL
6584,SOCIAL
6585,SOCIAL
6586,SOCIAL
6587,Other
6588,SOCIAL
6589,SOCIAL
6590,AFFILIATE
6591,Other
6592,Other
6593,Other
6594,SOCIAL
6595,SOCIAL
6596,Other
6597,SOCIAL
6598,SOCIAL
6599,SOCIAL
6600,SOCIAL
6601,SOCIAL
6602,SOCIAL
6603,SOCIAL
6604,SOCIAL
6605,SOCIAL
6606,SOCIAL
6607,SOCIAL
6608,SOCIAL
6609,SOCIAL
6610,Other
6611,EMAIL
6612,Other
6613,SOCIAL
6614,SOCIAL
6615,SOCIAL
6616,Other
6617,Other
6618,Other
6619,SOCIAL
6620,SOCIAL
6621,Other
6622,SOCIAL
6623,SOCIAL
6624,SOCIAL
6625,SOCIAL
6626,SOCIAL
6627,SOCIAL
6628,SOCIAL
6629,Other
6630,Other
6631,SOCIAL
6632,SOCIAL
6633,SOCIAL
6634,SOCIAL
6635,SOCIAL
6636,SOCIAL
6637,SOCIAL
6638,SOCIAL
6639,SOCIAL
6640,SOCIAL
6641,SOCIAL
6642,SOCIAL
6643,Other
6644,SOCIAL
6645,SOCIAL
6646,SOCIAL
6647,SOCIAL
6648,SOCIAL
6649,SOCIAL
6650,SOCIAL
6651,SOCIAL
6652,Other
6653,Other
6654,SOCIAL
6655,SOCIAL
6656,SOCIAL
6657,SOCIAL
6658,SOCIAL
6659,SOCIAL
6660,SOCIAL
6661,SOCIAL
6662,Other
6663,SOCIAL
6664,SOCIAL
6665,SOCIAL
6666,SOCIAL
6667,SOCIAL
6668,SOCIAL
6669,SOCIAL
6670,Other
6671,SOCIAL
6672,SOCIAL
6673,SOCIAL
6674,SOCIAL
6675,SOCIAL
6676,SOCIAL
6677,SOCIAL
6678,SOCIAL
6679,SOCIAL
6680,SOCIAL
6681,SOCIAL
6682,SOCIAL
6683,SOCIAL
6684,SOCIAL
6685,SOCIAL
6686,SOCIAL
6687,SOCIAL
6688,SOCIAL
6689,SOCIAL
6690,SOCIAL
6691,SOCIAL
6692,ORGANIC
6693,SOCIAL
6694,Other
6695,Other
6696,SOCIAL
6697,SOCIAL
6698,SOCIAL
6699,SOCIAL
6700,SOCIAL
6701,SOCIAL
6702,SOCIAL
6703,SOCIAL
6704,SOCIAL
6705,SOCIAL
6706,SOCIAL
6707,SOCIAL
6708,SOCIAL
6709,SOCIAL
6710,SOCIAL
6711,SOCIAL
6712,Other
6713,SOCIAL
6714,Other
6715,Other
6716,SOCIAL
6717,Other
6718,Other
6719,SOCIAL
6720,Other
6721,EMAIL
6722,SOCIAL
6723,SOCIAL
6724,SOCIAL
6725,SOCIAL
6726,Other
6727,SOCIAL
6728,SOCIAL
6729,SOCIAL
6730,SOCIAL
6731,SOCIAL
6732,SOCIAL
6733,Other
6734,SOCIAL
6735,Other
6736,SOCIAL
6737,SOCIAL
6738,SOCIAL
6739,Other
6740,SOCIAL
6741,SOCIAL
6742,Other
6743,Other
6744,Other
6745,SOCIAL
6746,SOCIAL
6747,Other
6748,Other
6749,SOCIAL
6750,SOCIAL
6751,Other
6752,Other
6753,SOCIAL
6754,SOCIAL
6755,SOCIAL
6756,SOCIAL
6757,Other
6758,SOCIAL
6759,SOCIAL
6760,Other
6761,SOCIAL
6762,SOCIAL
6763,SOCIAL
6764,Other
6765,Other
6766,SOCIAL
6767,Other
6768,SOCIAL
6769,SOCIAL
6770,Other
6771,SOCIAL
6772,Other
6773,SOCIAL
6774,SOCIAL
6775,SOCIAL
6776,SOCIAL
6777,Other
6778,Other
6779,SOCIAL
6780,Other
6781,Other
6782,Other
6783,SOCIAL
6784,Other
6785,SOCIAL
6786,SOCIAL
6787,SOCIAL
6788,SOCIAL
6789,Other
6790,SOCIAL
6791,SOCIAL
6792,SOCIAL
6793,SOCIAL
6794,SOCIAL
6795,SOCIAL
6796,Other
6797,SOCIAL
6798,SOCIAL
6799,Other
6800,Other
6801,SOCIAL
6802,SOCIAL
6803,SOCIAL
6804,EMAIL
6805,SOCIAL
6806,SOCIAL
6807,SOCIAL
6808,SOCIAL
6809,SOCIAL
6810,SOCIAL
6811,SOCIAL
6812,SOCIAL
6813,Other
6814,Other
6815,SOCIAL
6816,SOCIAL
6817,SOCIAL
6818,Other
6819,Other
6820,Other
6821,SOCIAL
6822,SOCIAL
6823,SOCIAL
6824,SOCIAL
6825,SOCIAL
6826,SOCIAL
6827,Other
6828,SOCIAL
6829,SOCIAL
6830,SOCIAL
6831,SOCIAL
6832,SOCIAL
6833,Other
6834,Other
6835,SOCIAL
6836,SOCIAL
6837,SOCIAL
6838,SOCIAL
6839,SOCIAL
6840,SOCIAL
6841,SOCIAL
6842,SOCIAL
6843,SOCIAL
6844,SOCIAL
6845,SOCIAL
6846,SOCIAL
6847,SOCIAL
6848,Other
6849,Other
6850,SOCIAL
6851,Other
6852,SOCIAL
6853,SOCIAL
6854,SOCIAL
6855,SOCIAL
6856,Other
6857,SOCIAL
6858,SOCIAL
6859,SOCIAL
6860,Other
6861,Other
6862,Other
6863,SOCIAL
6864,SOCIAL
6865,SOCIAL
6866,SOCIAL
6867,SOCIAL
6868,Other
6869,Other
6870,SOCIAL
6871,SOCIAL
6872,Other
6873,Other
6874,Other
6875,SOCIAL
6876,SOCIAL
6877,SOCIAL
6878,Other
6879,SOCIAL
6880,SOCIAL
6881,SOCIAL
6882,SOCIAL
6883,SOCIAL
6884,Other
6885,SOCIAL
6886,SOCIAL
6887,SOCIAL
6888,SOCIAL
6889,SOCIAL
6890,Other
6891,SOCIAL
6892,SOCIAL
6893,Other
6894,Other
6895,SOCIAL
6896,SOCIAL
6897,SOCIAL
6898,SOCIAL
6899,SOCIAL
6900,Other
6901,SOCIAL
6902,SOCIAL
6903,SOCIAL
6904,Other
6905,Other
6906,SOCIAL
6907,Other
6908,SOCIAL
6909,SOCIAL
6910,SOCIAL
6911,SOCIAL
6912,Other
6913,SOCIAL
6914,SOCIAL
6915,SOCIAL
6916,SOCIAL
6917,SOCIAL
6918,SOCIAL
6919,SOCIAL
6920,SOCIAL
6921,Other
6922,SOCIAL
6923,SOCIAL
6924,SOCIAL
6925,SOCIAL
6926,EMAIL
6927,SOCIAL
6928,SOCIAL
6929,SOCIAL
6930,SOCIAL
6931,Other
6932,Other
6933,Other
6934,SOCIAL
6935,SOCIAL
6936,SOCIAL
6937,SOCIAL
6938,SOCIAL
6939,SOCIAL
6940,Other
6941,SOCIAL
6942,SOCIAL
6943,SOCIAL
6944,SOCIAL
6945,SOCIAL
6946,SOCIAL
6947,SOCIAL
6948,SOCIAL
6949,SOCIAL
6950,SOCIAL
6951,Other
6952,SOCIAL
6953,Other
6954,Other
6955,SOCIAL
6956,SOCIAL
6957,Other
6958,Other
6959,SOCIAL
6960,SOCIAL
6961,SOCIAL
6962,SOCIAL
6963,Other
6964,SOCIAL
6965,SOCIAL
6966,SOCIAL
6967,SOCIAL
6968,SOCIAL
6969,SOCIAL
6970,SOCIAL
6971,SOCIAL
6972,SOCIAL
6973,SOCIAL
6974,SOCIAL
6975,Other
6976,Other
6977,SOCIAL
6978,SOCIAL
6979,SOCIAL
6980,SOCIAL
6981,SOCIAL
6982,SOCIAL
6983,SOCIAL
6984,SOCIAL
6985,SOCIAL
6986,SOCIAL
6987,SOCIAL
6988,SOCIAL
6989,SOCIAL
6990,SOCIAL
6991,SOCIAL
6992,SOCIAL
6993,SOCIAL
6994,SOCIAL
6995,SOCIAL
6996,SOCIAL
6997,SOCIAL
6998,SOCIAL
6999,SOCIAL
7000,SOCIAL
7001,SOCIAL
7002,SOCIAL
7003,SOCIAL
7004,SOCIAL
7005,SOCIAL
7006,SOCIAL
7007,SOCIAL
7008,Other
7009,SOCIAL
7010,SOCIAL
7011,SOCIAL
7012,SOCIAL
7013,SOCIAL
7014,SOCIAL
7015,SOCIAL
7016,SOCIAL
7017,SOCIAL
7018,SOCIAL
7019,SOCIAL
7020,Other
7021,SOCIAL
7022,SOCIAL
7023,SOCIAL
7024,SOCIAL
7025,Other
7026,Other
7027,SOCIAL
7028,SOCIAL
7029,SOCIAL
7030,Other
7031,SOCIAL
7032,SOCIAL
7033,SOCIAL
7034,SOCIAL
7035,SOCIAL
7036,SOCIAL
7037,SOCIAL
7038,SOCIAL
7039,Other
7040,SOCIAL
7041,SOCIAL
7042,Other
7043,Other
7044,Other
7045,SOCIAL
7046,SOCIAL
7047,SOCIAL
7048,SOCIAL
7049,SOCIAL
7050,SOCIAL
7051,SOCIAL
7052,SOCIAL
7053,SOCIAL
7054,SOCIAL
7055,SOCIAL
7056,SOCIAL
7057,SOCIAL
7058,SOCIAL
7059,SOCIAL
7060,SOCIAL
7061,Other
7062,Other
7063,Other
7064,SOCIAL
7065,SOCIAL
7066,SOCIAL
7067,SOCIAL
7068,SOCIAL
7069,SOCIAL
7070,SOCIAL
7071,SOCIAL
7072,SOCIAL
7073,SOCIAL
7074,Other
7075,SOCIAL
7076,Other
7077,SOCIAL
7078,Other
7079,Other
7080,Other
7081,SOCIAL
7082,SOCIAL
7083,SOCIAL
7084,SOCIAL
7085,SOCIAL
7086,SOCIAL
7087,Other
7088,Other
7089,SOCIAL
7090,SOCIAL
7091,SOCIAL
7092,SOCIAL
7093,SOCIAL
7094,SOCIAL
7095,Other
7096,SOCIAL
7097,SOCIAL
7098,SOCIAL
7099,SOCIAL
7100,SOCIAL
7101,SOCIAL
7102,SOCIAL
7103,SOCIAL
7104,SOCIAL
7105,Other
7106,SOCIAL
7107,SOCIAL
7108,Other
7109,Other
7110,SOCIAL
7111,SOCIAL
7112,SOCIAL
7113,SOCIAL
7114,Other
7115,Other
7116,SOCIAL
7117,SOCIAL
7118,Other
7119,SOCIAL
7120,SOCIAL
7121,Other
7122,SOCIAL
7123,SOCIAL
7124,SOCIAL
7125,Other
7126,SOCIAL
7127,Other
7128,Other
7129,Other
7130,Other
7131,SOCIAL
7132,Other
7133,Other
7134,ORGANIC
7135,Other
7136,Other
7137,Other
7138,Other
7139,SOCIAL
7140,SOCIAL
7141,SOCIAL
7142,Other
7143,Other
7144,Other
7145,Other
7146,SOCIAL
7147,Other
7148,Other
7149,Other
7150,Other
7151,Other
7152,Other
7153,ORGANIC
7154,Other
7155,Other
7156,SOCIAL
7157,Other
7158,Other
7159,Other
7160,SOCIAL
7161,SOCIAL
7162,Other
7163,Other
7164,Other
7165,Other
7166,Other
7167,Other
7168,Other
7169,SOCIAL
7170,SOCIAL
7171,Other
7172,Other
7173,Other
7174,Other
7175,Other
7176,SOCIAL
7177,Other
7178,Other
7179,Other
7180,SOCIAL
7181,SOCIAL
7182,Other
7183,Other
7184,Other
7185,Other
7186,SOCIAL
7187,Other
7188,SOCIAL
7189,SOCIAL
7190,SOCIAL
7191,Other
7192,Other
7193,Other
7194,SOCIAL
7195,SOCIAL
7196,SOCIAL
7197,Other
7198,Other
7199,Other
7200,SOCIAL
7201,SOCIAL
7202,Other
7203,Other
7204,Other
7205,Other
7206,Other
7207,SOCIAL
7208,SOCIAL
7209,SOCIAL
7210,Other
7211,SOCIAL
7212,SOCIAL
7213,SOCIAL
7214,Other
7215,Other
7216,Other
7217,SOCIAL
7218,Other
7219,SOCIAL
7220,SOCIAL
7221,SOCIAL
7222,Other
7223,SOCIAL
7224,SOCIAL
7225,Other
7226,Other
7227,Other
7228,Other
7229,SOCIAL
7230,SOCIAL
7231,SOCIAL
7232,SOCIAL
7233,SOCIAL
7234,Other
7235,Other
7236,SOCIAL
7237,SOCIAL
7238,SOCIAL
7239,SOCIAL
7240,SOCIAL
7241,Other
7242,SOCIAL
7243,SOCIAL
7244,SOCIAL
7245,SOCIAL
7246,SOCIAL
7247,Other
7248,Other
7249,Other
7250,SOCIAL
7251,SOCIAL
7252,SOCIAL
7253,SOCIAL
7254,SOCIAL
7255,Other
7256,Other
7257,Other
7258,Other
7259,Other
7260,Other
7261,Other
7262,Other
7263,Other
7264,Other
7265,SOCIAL
7266,SOCIAL
7267,SOCIAL
7268,SOCIAL
7269,SOCIAL
7270,SOCIAL
7271,SOCIAL
7272,SOCIAL
7273,Other
7274,SOCIAL
7275,SOCIAL
7276,Other
7277,Other
7278,SOCIAL
7279,SOCIAL
7280,SOCIAL
7281,SOCIAL
7282,SOCIAL
7283,Other
7284,Other
7285,SOCIAL
7286,SOCIAL
7287,SOCIAL
7288,SOCIAL
7289,SOCIAL
7290,SOCIAL
7291,SOCIAL
7292,SOCIAL
7293,SOCIAL
7294,SOCIAL
7295,SOCIAL
7296,Other
7297,Other
7298,SOCIAL
7299,SOCIAL
7300,SOCIAL
7301,SOCIAL
7302,SOCIAL
7303,Other
7304,SOCIAL
7305,SOCIAL
7306,SOCIAL
7307,SOCIAL
7308,SOCIAL
7309,SOCIAL
7310,Other
7311,Other
7312,SOCIAL
7313,SOCIAL
7314,SOCIAL
7315,SOCIAL
7316,Other
7317,SOCIAL
7318,SOCIAL
7319,SOCIAL
7320,Other
7321,SOCIAL
7322,SOCIAL
7323,Other
7324,SOCIAL
7325,SOCIAL
7326,Other
7327,SOCIAL
7328,SOCIAL
7329,SOCIAL
7330,SOCIAL
7331,ORGANIC
7332,SOCIAL
7333,Other
7334,SOCIAL
7335,SOCIAL
7336,SOCIAL
7337,SOCIAL
7338,SOCIAL
7339,SOCIAL
7340,ORGANIC
7341,SOCIAL
7342,Other
7343,SOCIAL
7344,Other
7345,SOCIAL
7346,SOCIAL
7347,Other
7348,SOCIAL
7349,SOCIAL
7350,Other
7351,SOCIAL
7352,Other
7353,EMAIL
7354,Other
7355,SOCIAL
7356,SOCIAL
7357,SOCIAL
7358,SOCIAL
7359,SOCIAL
7360,SOCIAL
7361,SOCIAL
7362,EMAIL
7363,SOCIAL
7364,SOCIAL
7365,Other
7366,SOCIAL
7367,Other
7368,SOCIAL
7369,Other
7370,SOCIAL
7371,SOCIAL
7372,SOCIAL
7373,SOCIAL
7374,SOCIAL
7375,SOCIAL
7376,SOCIAL
7377,SOCIAL
7378,AFFILIATE
7379,SOCIAL
7380,SOCIAL
7381,SOCIAL
7382,SOCIAL
7383,SOCIAL
7384,SOCIAL
7385,SOCIAL
7386,Other
7387,SOCIAL
7388,SOCIAL
7389,SOCIAL
7390,SOCIAL
7391,Other
7392,SOCIAL
7393,SOCIAL
7394,Other
7395,SOCIAL
7396,SOCIAL
7397,Other
7398,SOCIAL
7399,SOCIAL
7400,Other
7401,SOCIAL
7402,SOCIAL
7403,Other
7404,SOCIAL
7405,SOCIAL
7406,EMAIL
7407,SOCIAL
7408,SOCIAL
7409,SOCIAL
7410,Other
7411,SOCIAL
7412,SOCIAL
7413,SOCIAL
7414,SOCIAL
7415,SOCIAL
7416,Other
7417,SOCIAL
7418,SOCIAL
7419,SOCIAL
7420,SOCIAL
7421,Other
7422,SOCIAL
7423,ORGANIC
7424,SOCIAL
7425,SOCIAL
7426,SOCIAL
7427,SOCIAL
7428,SOCIAL
7429,SOCIAL
7430,SOCIAL
7431,SOCIAL
7432,SOCIAL
7433,SOCIAL
7434,SOCIAL
7435,SOCIAL
7436,SOCIAL
7437,SOCIAL
7438,SOCIAL
7439,SOCIAL
7440,Other
7441,SOCIAL
7442,Other
7443,SOCIAL
7444,Other
7445,Other
7446,Other
7447,SOCIAL
7448,SOCIAL
7449,Other
7450,SOCIAL
7451,SOCIAL
7452,Other
7453,Other
7454,Other
7455,SOCIAL
7456,SOCIAL
7457,SOCIAL
7458,SOCIAL
7459,SOCIAL
7460,Other
7461,SOCIAL
7462,SOCIAL
7463,SOCIAL
7464,SOCIAL
7465,SOCIAL
7466,ORGANIC
7467,SOCIAL
7468,SOCIAL
7469,SOCIAL
7470,SOCIAL
7471,SOCIAL
7472,Other
7473,SOCIAL
7474,SOCIAL
7475,SOCIAL
7476,Other
7477,SOCIAL
7478,SOCIAL
7479,SOCIAL
7480,Other
7481,SOCIAL
7482,SOCIAL
7483,Other
7484,SOCIAL
7485,SOCIAL
7486,SOCIAL
7487,SOCIAL
7488,SOCIAL
7489,SOCIAL
7490,SOCIAL
7491,Other
7492,SOCIAL
7493,SOCIAL
7494,Other
7495,SOCIAL
7496,SOCIAL
7497,Other
7498,Other
7499,EMAIL
7500,SOCIAL
7501,SOCIAL
7502,Other
7503,EMAIL
7504,EMAIL
7505,Other
7506,EMAIL
7507,Other
7508,EMAIL
7509,Other
7510,EMAIL
7511,EMAIL
7512,EMAIL
7513,Other
7514,EMAIL
7515,EMAIL
7516,Other
7517,Other
7518,EMAIL
7519,Other
7520,EMAIL
7521,EMAIL
7522,EMAIL
7523,EMAIL
7524,SOCIAL
7525,EMAIL
7526,Other
7527,AFFILIATE
7528,AFFILIATE
7529,AFFILIATE
7530,AFFILIATE
7531,AFFILIATE
7532,AFFILIATE
7533,AFFILIATE
7534,AFFILIATE
7535,AFFILIATE
7536,AFFILIATE
7537,AFFILIATE
7538,AFFILIATE
7539,AFFILIATE
7540,AFFILIATE
7541,AFFILIATE
7542,AFFILIATE
7543,AFFILIATE
7544,AFFILIATE
7545,AFFILIATE
7546,AFFILIATE
7547,AFFILIATE
7548,AFFILIATE
7549,AFFILIATE
7550,AFFILIATE
7551,AFFILIATE
7552,AFFILIATE
7553,AFFILIATE
7554,AFFILIATE
7555,AFFILIATE
7556,AFFILIATE
7557,AFFILIATE
7558,AFFILIATE
7559,AFFILIATE
7560,AFFILIATE
7561,AFFILIATE
7562,AFFILIATE
7563,AFFILIATE
7564,AFFILIATE
7565,AFFILIATE
7566,AFFILIATE
7567,AFFILIATE
7568,AFFILIATE
7569,AFFILIATE
7570,AFFILIATE
7571,AFFILIATE
7572,AFFILIATE
7573,AFFILIATE
7574,AFFILIATE
7575,AFFILIATE
7576,AFFILIATE
7577,AFFILIATE
7578,AFFILIATE
7579,AFFILIATE
7580,AFFILIATE
7581,AFFILIATE
7582,AFFILIATE
7583,AFFILIATE
7584,AFFILIATE
7585,AFFILIATE
7586,AFFILIATE
7587,AFFILIATE
7588,AFFILIATE
7589,AFFILIATE
7590,AFFILIATE
